"","poll_id","pollster_id","pollster","question_id","sample_size","pollscore","methodology","days_taken_from_election","end_date","start_date","state","candidate_name","pct"
"199",88103,1205,"Marist",208346,1413,-0.9,"Live Phone/Online Panel/Text",63,2024-09-05,2024-09-03,"National","Kamala Harris",49
"200",88703,241,"Ipsos",213034,938,-0.9,"Probability Panel",25,2024-10-13,2024-10-11,"National","Kamala Harris",41
"201",88301,458,"Suffolk",210415,500,-1,"Live Phone",50,2024-09-18,2024-09-16,"Michigan","Kamala Harris",47.6
"202",87719,1424,"Siena/NYT",205623,619,-1.5,"Live Phone",92,2024-08-08,2024-08-05,"Michigan","Kamala Harris",45
"203",88276,1424,"Siena/NYT",210332,713,-1.5,"Live Phone",49,2024-09-21,2024-09-17,"Arizona","Kamala Harris",45
"204",88615,1205,"Marist",212196,1511,-0.9,"Live Phone/Online Panel/Text-to-Web",33,2024-10-07,2024-10-03,"Ohio","Kamala Harris",46
"205",87721,1424,"Siena/NYT",205634,693,-1.5,"Live Phone",91,2024-08-09,2024-08-06,"Pennsylvania","Kamala Harris",46
"206",87558,525,"U. New Hampshire",204334,1445,-0.3,"Online Panel/Text-to-Web",105,2024-07-25,2024-07-23,"Maine","Kamala Harris",54
"207",88231,486,"The Washington Post",210067,1003,-1.2,"Live Phone/Text-to-Web",54,2024-09-16,2024-09-12,"Pennsylvania","Kamala Harris",48
"208",88614,1205,"Marist",212194,1365,-0.9,"Live Phone/Online Panel/Text-to-Web",33,2024-10-07,2024-10-03,"Texas","Kamala Harris",46
"209",88358,241,"Ipsos",210600,785,-0.9,"Probability Panel",46,2024-09-22,2024-09-20,"National","Kamala Harris",50
"210",87945,458,"Suffolk",207330,1000,-1,"Live Phone",72,2024-08-28,2024-08-25,"National","Kamala Harris",47.6
"211",87809,1424,"Siena/NYT",206212,661,-1.5,"Live Phone",88,2024-08-14,2024-08-09,"Georgia","Kamala Harris",44
"212",88380,1597,"Beacon/Shaw",210906,764,-1.1,"Live Phone/Text-to-Web",46,2024-09-24,2024-09-20,"Arizona","Kamala Harris",48
"213",88366,1205,"Marist",210788,1348,-0.9,"Live Phone/Online Panel/Text-to-Web",47,2024-09-24,2024-09-19,"North Carolina","Kamala Harris",49
"214",88617,1424,"Siena/NYT",212204,656,-1.5,"Live Phone",31,2024-10-08,2024-10-05,"Montana","Kamala Harris",39
"215",88606,1102,"Emerson",212185,1000,-1.1,"IVR/Online Panel/Text-to-Web",31,2024-10-08,2024-10-05,"Arizona","Kamala Harris",48.2
"216",88406,1424,"Siena/NYT",211040,680,-1.5,"Live Phone",45,2024-09-26,2024-09-21,"Wisconsin","Kamala Harris",48
"217",87860,525,"U. New Hampshire",206555,432,-0.3,"Probability Panel",82,2024-08-19,2024-08-15,"Maine CD-2","Kamala Harris",52
"218",88073,1424,"Siena/NYT",207968,1695,-1.5,"Live Phone",63,2024-09-06,2024-09-03,"National","Kamala Harris",47
"219",88021,568,"YouGov",207698,1389,-1.1,"Online Panel",65,2024-09-03,2024-09-01,"National","Kamala Harris",47
"220",88556,1424,"Siena/NYT",212202,617,-1.5,"Live Phone",37,2024-10-04,2024-09-29,"Texas","Kamala Harris",44
"221",88503,217,"High Point University",211536,814,-0.4,"Online Panel",46,2024-09-29,2024-09-20,"North Carolina","Kamala Harris",48
"222",87698,1075,"Marquette Law School",205426,801,-1.1,"Live Phone/Email",104,2024-08-01,2024-07-24,"Wisconsin","Kamala Harris",50
"223",88274,568,"YouGov",210307,3129,-1.1,"Online Panel",48,2024-09-20,2024-09-18,"National","Kamala Harris",52
"224",88277,1424,"Siena/NYT",210336,682,-1.5,"Live Phone",49,2024-09-21,2024-09-17,"Georgia","Kamala Harris",44
"225",88667,241,"Ipsos",212483,2226,-0.9,"Probability Panel",32,2024-10-08,2024-10-04,"National","Kamala Harris",50
"226",87797,1102,"Emerson",206163,1000,-1.1,"IVR/Online Panel/Text-to-Web",84,2024-08-14,2024-08-13,"Pennsylvania","Kamala Harris",49.3
"227",88736,1597,"Beacon/Shaw",212989,1110,-1.1,"Live Phone/Text-to-Web",25,2024-10-14,2024-10-11,"National","Kamala Harris",48
"228",88223,1597,"Beacon/Shaw",209980,876,-1.1,"Live Phone/Text-to-Web",53,2024-09-16,2024-09-13,"National","Kamala Harris",50
"229",87857,525,"U. New Hampshire",206548,924,-0.3,"Probability Panel",82,2024-08-19,2024-08-15,"Vermont","Kamala Harris",67
"230",87934,568,"YouGov",207316,900,-1.1,"Online Panel",89,2024-08-16,2024-08-08,"Missouri","Kamala Harris",41
"231",87939,1102,"Emerson",207323,850,-1.1,"IVR/Online Panel/Text-to-Web",72,2024-08-28,2024-08-25,"Wisconsin","Kamala Harris",49.1
"232",87744,458,"Suffolk",205739,500,-1,"Live Phone",90,2024-08-11,2024-08-07,"Florida","Kamala Harris",41.8
"233",87614,241,"Ipsos",204763,1238,-0.9,"Probability Panel",104,2024-07-25,2024-07-24,"National","Kamala Harris",38
"234",87777,396,"Quinnipiac",205901,1738,-0.5,"Live Phone",89,2024-08-12,2024-08-08,"Pennsylvania","Kamala Harris",50
"235",88664,1424,"Siena/NYT",212457,857,-1.5,"Live Phone",29,2024-10-10,2024-10-07,"Pennsylvania","Kamala Harris",50
"236",87590,1528,"AtlasIntel",204553,1980,-0.8,"Online Ad",105,2024-07-25,2024-07-23,"National","Kamala Harris",46.1
"237",87859,525,"U. New Hampshire",206551,490,-0.3,"Probability Panel",82,2024-08-19,2024-08-15,"Maine CD-1","Kamala Harris",62
"238",88213,396,"Quinnipiac",209904,1075,-0.5,"Live Phone",54,2024-09-16,2024-09-12,"Wisconsin","Kamala Harris",48
"239",88488,1075,"Marquette Law School",211435,798,-1.1,"Probability Panel",48,2024-09-26,2024-09-18,"Wisconsin","Kamala Harris",52
"240",87531,1205,"Marist",203979,1117,-0.9,"Online Panel",106,2024-07-22,2024-07-22,"National","Kamala Harris",45
"241",88082,568,"YouGov",208271,500,-1.1,"Online Panel",82,2024-08-23,2024-08-15,"Michigan","Kamala Harris",44
"242",88405,1424,"Siena/NYT",211036,687,-1.5,"Live Phone",45,2024-09-26,2024-09-21,"Ohio","Kamala Harris",43
"243",88527,568,"YouGov",211791,1033,-1.1,"Online Panel",34,2024-10-04,2024-10-02,"National","Kamala Harris",48
"244",87709,241,"Ipsos",205593,1342,-0.9,"Probability Panel",95,2024-08-07,2024-08-02,"National","Kamala Harris",49
"245",88405,1424,"Siena/NYT",211035,687,-1.5,"Live Phone",45,2024-09-26,2024-09-21,"Ohio","Kamala Harris",44
"246",88000,460,"SurveyUSA",207603,1293,-1.3,"IVR/Online Panel/Text-to-Web",74,2024-08-27,2024-08-23,"Nebraska","Kamala Harris",37
"247",88066,1102,"Emerson",207934,945,-1.1,"Online Panel/Text-to-Web",63,2024-09-05,2024-09-03,"Ohio","Kamala Harris",44.7
"248",87858,525,"U. New Hampshire",206550,951,-0.3,"Probability Panel",82,2024-08-19,2024-08-15,"Maine","Kamala Harris",55
"249",87699,1075,"Marquette Law School",205436,683,-1.1,"Probability Panel",104,2024-08-01,2024-07-24,"National","Kamala Harris",50
"250",88617,1424,"Siena/NYT",212206,656,-1.5,"Live Phone",31,2024-10-08,2024-10-05,"Montana","Kamala Harris",40
"251",87918,568,"YouGov",207083,1200,-1.1,"Online Panel",75,2024-08-26,2024-08-22,"National","Kamala Harris",44
"252",87933,1597,"Beacon/Shaw",207250,999,-1.1,"Live Phone/Text-to-Web",74,2024-08-26,2024-08-23,"North Carolina","Kamala Harris",49
"253",87856,525,"U. New Hampshire",206546,2048,-0.3,"Probability Panel",82,2024-08-19,2024-08-15,"New Hampshire","Kamala Harris",50
"254",87810,568,"YouGov",206220,3253,-1.1,"Online Panel",83,2024-08-16,2024-08-14,"National","Kamala Harris",49
"255",88203,1308,"Data Orbital",209816,550,-0.9,"Live Phone/Text-to-Web",59,2024-09-09,2024-09-07,"Arizona","Kamala Harris",46
"256",88277,1424,"Siena/NYT",210337,682,-1.5,"Live Phone",49,2024-09-21,2024-09-17,"Georgia","Kamala Harris",45
"257",88634,370,"Pew",212276,4025,-0.4,"Probability Panel",36,2024-10-06,2024-09-30,"National","Kamala Harris",50
"258",88019,1866,"CNN/SSRS",207695,789,-0.6,"Probability Panel",74,2024-08-29,2024-08-23,"Pennsylvania","Kamala Harris",47
"259",87853,568,"YouGov",206527,1371,-1.1,"Online Panel",80,2024-08-20,2024-08-17,"National","Kamala Harris",46
"260",88079,370,"Pew",208240,8044,-0.4,"Probability Panel",71,2024-09-02,2024-08-26,"National","Kamala Harris",49
"261",88465,1102,"Emerson",211323,1000,-1.1,"Online Panel/Text-to-Web",39,2024-09-28,2024-09-27,"Pennsylvania","Kamala Harris",49.3
"262",88403,1597,"Beacon/Shaw",211020,1021,-1.1,"Live Phone/Text-to-Web",46,2024-09-24,2024-09-20,"Pennsylvania","Kamala Harris",48
"263",88228,1424,"Siena/NYT",210084,2437,-1.5,"Live Phone",55,2024-09-16,2024-09-11,"National","Kamala Harris",46
"264",88228,1424,"Siena/NYT",210086,2437,-1.5,"Live Phone",55,2024-09-16,2024-09-11,"National","Kamala Harris",46
"265",88083,460,"SurveyUSA",208275,676,-1.3,"Online Panel",62,2024-09-07,2024-09-04,"North Carolina","Kamala Harris",49
"266",88365,1102,"Emerson",210790,860,-1.1,"Online Panel/Text-to-Web",44,2024-09-24,2024-09-22,"Virginia","Kamala Harris",52.7
"267",87944,1102,"Emerson",207318,800,-1.1,"IVR/Online Panel/Text-to-Web",72,2024-08-28,2024-08-25,"Georgia","Kamala Harris",50.1
"268",88496,1102,"Emerson",211489,1000,-1.1,"IVR/Online Panel/Text-to-Web",37,2024-10-01,2024-09-29,"National","Kamala Harris",50.2
"269",87809,1424,"Siena/NYT",206208,661,-1.5,"Live Phone",88,2024-08-14,2024-08-09,"Georgia","Kamala Harris",41
"270",88358,241,"Ipsos",210761,1029,-0.9,"Probability Panel",46,2024-09-22,2024-09-20,"National","Kamala Harris",42
"271",88338,460,"SurveyUSA",210620,558,-1.3,"IVR/Online Panel/Text-to-Web",46,2024-09-23,2024-09-20,"Nebraska","Kamala Harris",40
"272",88233,1205,"Marist",210073,1194,-0.9,"Live Phone/Online Panel/Text-to-Web",54,2024-09-17,2024-09-12,"Wisconsin","Kamala Harris",50
"273",87949,396,"Quinnipiac",207360,1611,-0.5,"Live Phone",74,2024-08-27,2024-08-23,"National","Kamala Harris",49
"274",88081,568,"YouGov",208264,500,-1.1,"Online Panel",82,2024-08-23,2024-08-15,"Wisconsin","Kamala Harris",48
"275",87628,568,"YouGov",204845,1434,-1.1,"Online Panel",101,2024-07-30,2024-07-27,"National","Kamala Harris",46
"276",88397,1866,"CNN/SSRS",210987,749,-0.6,"Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone",46,2024-09-25,2024-09-20,"Nebraska CD-2","Kamala Harris",53
"277",88556,1424,"Siena/NYT",211851,617,-1.5,"Live Phone",37,2024-10-04,2024-09-29,"Texas","Kamala Harris",42
"278",88381,1597,"Beacon/Shaw",210907,1006,-1.1,"Live Phone/Text-to-Web",46,2024-09-24,2024-09-20,"Georgia","Kamala Harris",49
"279",88177,241,"Ipsos",209519,2772,-0.9,"Probability Panel",55,2024-09-13,2024-09-11,"National","Kamala Harris",50
"280",87946,241,"Ipsos",207533,3562,-0.9,"Probability Panel",76,2024-08-28,2024-08-21,"National","Kamala Harris",45
"281",88067,568,"YouGov",207936,1200,-1.1,"Online Panel",74,2024-08-31,2024-08-23,"Texas","Kamala Harris",44
"282",88612,1102,"Emerson",212191,1000,-1.1,"IVR/Online Panel/Text-to-Web",31,2024-10-08,2024-10-05,"Wisconsin","Kamala Harris",49.2
"283",88615,1205,"Marist",212197,1327,-0.9,"Live Phone/Online Panel/Text-to-Web",33,2024-10-07,2024-10-03,"Ohio","Kamala Harris",46
"284",88554,1700,"McCourtney Institute/YouGov",211844,848,-1.1,"Online Panel",43,2024-09-27,2024-09-23,"National","Kamala Harris",48
"285",87543,1102,"Emerson",204154,800,-1.1,"IVR/Online Panel/Text-to-Web",106,2024-07-23,2024-07-22,"Georgia","Kamala Harris",43.3
"286",88798,1528,"AtlasIntel",213388,1171,-0.8,"Online Ad",24,2024-10-17,2024-10-12,"Nevada","Kamala Harris",48.1
"287",88527,568,"YouGov",211790,1151,-1.1,"Online Panel",34,2024-10-04,2024-10-02,"National","Kamala Harris",48
"288",88105,1460,"Washington Post/George Mason University",208350,1005,-0.8,"Live Phone/Text-to-Web",62,2024-09-08,2024-09-04,"Virginia","Kamala Harris",49
"289",88634,370,"Pew",212275,4025,-0.4,"Probability Panel",36,2024-10-06,2024-09-30,"National","Kamala Harris",48
"290",87700,1102,"Emerson",205438,1000,-1.1,"Online Panel/Text-to-Web",92,2024-08-06,2024-08-05,"Montana","Kamala Harris",39
"291",88776,1516,"East Carolina University",213298,701,-0.5,"IVR/Text-to-Web",27,2024-10-14,2024-10-09,"Georgia","Kamala Harris",45.8
"292",88018,1866,"CNN/SSRS",207694,626,-0.6,"Probability Panel",74,2024-08-29,2024-08-23,"Nevada","Kamala Harris",48
"293",88665,1424,"Siena/NYT",212462,808,-1.5,"Live Phone",29,2024-10-10,2024-10-07,"Arizona","Kamala Harris",45
"294",88407,1424,"Siena/NYT",211041,680,-1.5,"Live Phone",42,2024-09-26,2024-09-24,"Nebraska CD-2","Kamala Harris",51
"295",88351,568,"YouGov",210698,1424,-1.1,"Online Panel",45,2024-09-24,2024-09-21,"National","Kamala Harris",47
"296",88527,568,"YouGov",211692,1032,-1.1,"Online Panel",34,2024-10-04,2024-10-02,"National","Kamala Harris",47
"297",88366,1205,"Marist",210787,1507,-0.9,"Live Phone/Online Panel/Text-to-Web",47,2024-09-24,2024-09-19,"North Carolina","Kamala Harris",49
"298",88358,241,"Ipsos",210599,871,-0.9,"Probability Panel",46,2024-09-22,2024-09-20,"National","Kamala Harris",46.61
"299",88703,241,"Ipsos",212605,769,-0.9,"Probability Panel",25,2024-10-13,2024-10-11,"National","Kamala Harris",47
"300",88666,1292,"Hart/POS",212486,1000,-0.7,"Live Phone",32,2024-10-08,2024-10-04,"National","Kamala Harris",48
"301",87700,1102,"Emerson",205437,1000,-1.1,"Online Panel/Text-to-Web",92,2024-08-06,2024-08-05,"Montana","Kamala Harris",42.5
"302",88617,1424,"Siena/NYT",212205,656,-1.5,"Live Phone",31,2024-10-08,2024-10-05,"Montana","Kamala Harris",38
"303",88665,1424,"Siena/NYT",212461,808,-1.5,"Live Phone",29,2024-10-10,2024-10-07,"Arizona","Kamala Harris",46
"304",88380,1597,"Beacon/Shaw",210903,1021,-1.1,"Live Phone/Text-to-Web",46,2024-09-24,2024-09-20,"Arizona","Kamala Harris",47
"305",87677,460,"SurveyUSA",205228,1510,-1.3,"Online Panel",95,2024-08-05,2024-08-02,"National","Kamala Harris",48
"306",88800,1528,"AtlasIntel",213392,2048,-0.8,"Online Ad",24,2024-10-17,2024-10-12,"Pennsylvania","Kamala Harris",46.5
"307",88413,1528,"AtlasIntel",211074,1775,-0.8,"Online Ad",46,2024-09-25,2024-09-20,"Pennsylvania","Kamala Harris",48.1
"308",88703,241,"Ipsos",212604,807,-0.9,"Probability Panel",25,2024-10-13,2024-10-11,"National","Kamala Harris",45
"309",88402,1597,"Beacon/Shaw",211018,991,-1.1,"Live Phone/Text-to-Web",46,2024-09-24,2024-09-20,"North Carolina","Kamala Harris",50
"310",88276,1424,"Siena/NYT",210335,713,-1.5,"Live Phone",49,2024-09-21,2024-09-17,"Arizona","Kamala Harris",43
"311",88364,1102,"Emerson",210789,950,-1.1,"Online Panel/Text-to-Web",44,2024-09-24,2024-09-22,"Texas","Kamala Harris",46.7
"312",88234,1205,"Marist",210075,1138,-0.9,"Live Phone/Online Panel/Text-to-Web",54,2024-09-17,2024-09-12,"Michigan","Kamala Harris",52
"313",88267,290,"MassINC Polling Group",210290,800,-0.8,"Live Phone/Text-to-Web",54,2024-09-18,2024-09-12,"Pennsylvania","Kamala Harris",50
"314",88665,1424,"Siena/NYT",212463,808,-1.5,"Live Phone",29,2024-10-10,2024-10-07,"Arizona","Kamala Harris",45
"315",88488,1075,"Marquette Law School",211437,798,-1.1,"Probability Panel",48,2024-09-26,2024-09-18,"Wisconsin","Kamala Harris",49
"316",88105,1460,"Washington Post/George Mason University",208348,1005,-0.8,"Live Phone/Text-to-Web",62,2024-09-08,2024-09-04,"Virginia","Kamala Harris",50
"317",87808,1424,"Siena/NYT",206213,655,-1.5,"Live Phone",88,2024-08-14,2024-08-09,"North Carolina","Kamala Harris",46
"318",88618,1901,"YouGov/Center for Working Class Politics",212208,1000,-1.1,"Online Panel",42,2024-10-02,2024-09-24,"Pennsylvania","Kamala Harris",46.8
"319",88613,1205,"Marist",212193,1410,-0.9,"Live Phone/Online Panel/Text-to-Web",33,2024-10-07,2024-10-03,"Florida","Kamala Harris",47
"320",88063,1102,"Emerson",207931,815,-1.1,"Online Panel/Text-to-Web",63,2024-09-05,2024-09-03,"California","Kamala Harris",60.8
"321",88665,1424,"Siena/NYT",212464,808,-1.5,"Live Phone",29,2024-10-10,2024-10-07,"Arizona","Kamala Harris",44
"322",88669,289,"Mason-Dixon",212488,625,-1.1,"Live Phone",35,2024-10-04,2024-10-01,"Florida","Kamala Harris",43
"323",88279,289,"Mason-Dixon",210344,800,-1.1,"Live Phone",50,2024-09-18,2024-09-16,"Minnesota","Kamala Harris",48
"324",88765,1102,"Emerson",213123,1000,-1.1,"IVR/Online Panel/Text-to-Web",22,2024-10-16,2024-10-14,"National","Kamala Harris",49.5
"325",87557,1424,"Siena/NYT",204204,1142,-1.5,"Live Phone",106,2024-07-24,2024-07-22,"National","Kamala Harris",47
"326",88234,1205,"Marist",210074,1282,-0.9,"Live Phone/Online Panel/Text-to-Web",54,2024-09-17,2024-09-12,"Michigan","Kamala Harris",50
"327",88403,1597,"Beacon/Shaw",211019,775,-1.1,"Live Phone/Text-to-Web",46,2024-09-24,2024-09-20,"Pennsylvania","Kamala Harris",47
"328",88001,460,"SurveyUSA",207604,507,-1.3,"IVR/Online Panel/Text-to-Web",74,2024-08-27,2024-08-23,"Nebraska CD-2","Kamala Harris",47
"329",87794,241,"Ipsos",206254,1975,-0.9,"Probability Panel",88,2024-08-13,2024-08-09,"National","Kamala Harris",47
"330",87544,1102,"Emerson",204155,800,-1.1,"IVR/Online Panel/Text-to-Web",106,2024-07-23,2024-07-22,"Michigan","Kamala Harris",43.8
"331",88374,1302,"Echelon Insights",210847,1005,-0.8,"Online Panel",43,2024-09-25,2024-09-23,"National","Kamala Harris",52
"332",88123,800,"Kaiser Family Foundation",208945,1084,-0.3,"Live Phone/Probability Panel",71,2024-09-04,2024-08-26,"National","Kamala Harris",48
"333",88280,460,"SurveyUSA",210414,619,-1.3,"Online Panel",54,2024-09-18,2024-09-12,"New Mexico","Kamala Harris",50
"334",88405,1424,"Siena/NYT",211034,687,-1.5,"Live Phone",45,2024-09-26,2024-09-21,"Ohio","Kamala Harris",44
"335",88721,1102,"Emerson",212897,1000,-1.1,"IVR/Online Panel",24,2024-10-14,2024-10-12,"California","Kamala Harris",61
"336",87930,1597,"Beacon/Shaw",207244,1014,-1.1,"Live Phone/Text-to-Web",74,2024-08-26,2024-08-23,"Arizona","Kamala Harris",50
"337",87725,525,"U. New Hampshire",205675,701,-0.3,"Online Panel/Text-to-Web",105,2024-07-25,2024-07-23,"Maine CD-2","Kamala Harris",49
"338",88239,1102,"Emerson",210080,880,-1.1,"IVR/Online Panel/Text-to-Web",51,2024-09-18,2024-09-15,"Pennsylvania","Kamala Harris",49.6
"339",87557,1424,"Siena/NYT",204203,1142,-1.5,"Live Phone",106,2024-07-24,2024-07-22,"National","Kamala Harris",46
"340",88130,568,"YouGov",209155,1464,-1.1,"Online Panel",58,2024-09-10,2024-09-08,"National","Kamala Harris",45
"341",88457,396,"Quinnipiac",211303,953,-0.5,"Live Phone",41,2024-09-29,2024-09-25,"North Carolina","Kamala Harris",48
"342",88550,1424,"Siena/NYT",211846,3385,-1.5,"Live Phone",37,2024-10-06,2024-09-29,"National","Kamala Harris",49
"343",88506,1205,"Marist",211549,1514,-0.9,"Live Phone/Online Panel/Text-to-Web",39,2024-10-01,2024-09-27,"National","Kamala Harris",50
"344",88414,1528,"AtlasIntel",211075,1077,-0.8,"Online Ad",46,2024-09-25,2024-09-20,"Wisconsin","Kamala Harris",48.2
"345",87918,568,"YouGov",207081,1197,-1.1,"Online Panel",75,2024-08-26,2024-08-22,"National","Kamala Harris",47
"346",88482,568,"YouGov",211402,1261,-1.1,"Online Panel",37,2024-10-01,2024-09-29,"National","Kamala Harris",49
"347",88712,1075,"Marquette Law School",212868,652,-1.1,"Probability Panel",35,2024-10-10,2024-10-01,"National","Kamala Harris",50
"348",88362,1296,"University of Maryland/Washington Post",210778,1012,-0.3,"Live Phone/Text-to-Web",47,2024-09-23,2024-09-19,"Maryland","Kamala Harris",63
"349",88362,1296,"University of Maryland/Washington Post",210781,1012,-0.3,"Live Phone/Text-to-Web",47,2024-09-23,2024-09-19,"Maryland","Kamala Harris",62
"350",87723,1492,"YouGov Blue",205658,802,-1.1,"Online Panel",92,2024-08-09,2024-08-05,"North Carolina","Kamala Harris",46
"351",88228,1424,"Siena/NYT",210083,2437,-1.5,"Live Phone",55,2024-09-16,2024-09-11,"National","Kamala Harris",47
"352",87585,1597,"Beacon/Shaw",204515,1012,-1.1,"Live Phone/Text-to-Web",106,2024-07-24,2024-07-22,"Michigan","Kamala Harris",43
"353",88515,1515,"Data for Progress",211650,1211,-1.2,"Online Panel",34,2024-10-03,2024-10-02,"National","Kamala Harris",49
"354",88555,1424,"Siena/NYT",211849,622,-1.5,"Live Phone",37,2024-10-06,2024-09-29,"Florida","Kamala Harris",40
"355",88404,1424,"Siena/NYT",211032,688,-1.5,"Live Phone",45,2024-09-26,2024-09-21,"Michigan","Kamala Harris",46
"356",88423,1516,"East Carolina University",211109,1005,-0.5,"IVR/Text-to-Web",43,2024-09-26,2024-09-23,"North Carolina","Kamala Harris",47.1
"357",88390,458,"Suffolk",210964,500,-1,"Live Phone",47,2024-09-24,2024-09-19,"Arizona","Kamala Harris",42.4
"358",87536,568,"YouGov",204062,1435,-1.1,"Online Panel",107,2024-07-23,2024-07-21,"National","Kamala Harris",41
"359",88762,568,"YouGov",213103,1435,-1.1,"Online Panel",25,2024-10-16,2024-10-11,"Arizona","Kamala Harris",48
"360",88212,396,"Quinnipiac",209906,905,-0.5,"Live Phone",54,2024-09-16,2024-09-12,"Michigan","Kamala Harris",51
"361",87546,1102,"Emerson",204152,850,-1.1,"IVR/Online Panel/Text-to-Web",106,2024-07-23,2024-07-22,"Pennsylvania","Kamala Harris",48.9
"362",87806,1424,"Siena/NYT",206207,677,-1.5,"Live Phone",89,2024-08-15,2024-08-08,"Arizona","Kamala Harris",45
