poll_id,pollster_id,pollster,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,start_date,end_date,question_id,sample_size,population,population_full,created_at,url,race_id,cycle,office_type,seat_number,election_date,stage,nationwide_batch,ranked_choice_reallocated,hypothetical,party,answer,candidate_id,candidate_name,pct
87675,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,8/2/24,8/4/24,208395,9952,lv,lv,9/10/24 10:23,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,45
87674,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,8/1/24,8/3/24,205218,4000,rv,rv,8/5/24 13:13,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,47
87674,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,8/1/24,8/3/24,205218,4000,rv,rv,8/5/24 13:13,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,44
87674,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,8/1/24,8/3/24,208394,9394,lv,lv,9/10/24 10:22,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,48
87674,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,8/1/24,8/3/24,208394,9394,lv,lv,9/10/24 10:22,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,46
87673,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/31/24,8/2/24,205217,4000,rv,rv,8/5/24 13:12,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,47
87673,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/31/24,8/2/24,205217,4000,rv,rv,8/5/24 13:12,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,45
87673,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/31/24,8/2/24,208393,9250,lv,lv,9/10/24 10:22,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,48
87673,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/31/24,8/2/24,208393,9250,lv,lv,9/10/24 10:22,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,46
87672,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/30/24,8/1/24,205216,4000,rv,rv,8/5/24 13:12,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,46
87672,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/30/24,8/1/24,205216,4000,rv,rv,8/5/24 13:12,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,45
87672,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/30/24,8/1/24,208392,9589,lv,lv,9/10/24 10:20,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,48
87672,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/30/24,8/1/24,208392,9589,lv,lv,9/10/24 10:20,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,46
87671,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/29/24,7/31/24,205215,4000,rv,rv,8/5/24 13:12,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,46
87671,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/29/24,7/31/24,205215,4000,rv,rv,8/5/24 13:12,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,44
87671,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/29/24,7/31/24,208391,9998,lv,lv,9/10/24 10:19,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,48
87671,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/29/24,7/31/24,208391,9998,lv,lv,9/10/24 10:19,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,45
87670,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/28/24,7/30/24,205214,4000,rv,rv,8/5/24 13:12,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,46
87670,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/28/24,7/30/24,205214,4000,rv,rv,8/5/24 13:12,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,45
87670,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/28/24,7/30/24,208390,10119,lv,lv,9/10/24 10:19,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,48
87670,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/28/24,7/30/24,208390,10119,lv,lv,9/10/24 10:19,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,46
87669,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/27/24,7/29/24,205213,4000,rv,rv,8/5/24 13:12,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,46
87669,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/27/24,7/29/24,205213,4000,rv,rv,8/5/24 13:12,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,45
87669,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/27/24,7/29/24,208389,10354,lv,lv,9/10/24 10:18,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,48
87669,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/27/24,7/29/24,208389,10354,lv,lv,9/10/24 10:18,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,46
87597,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/26/24,7/28/24,204617,11538,rv,rv,7/29/24 20:12,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,47
87597,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/26/24,7/28/24,204617,11538,rv,rv,7/29/24 20:12,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,46
87597,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/26/24,7/28/24,208388,10106,lv,lv,9/10/24 10:18,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,48
87597,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/26/24,7/28/24,208388,10106,lv,lv,9/10/24 10:18,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,46
87621,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204794,804,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8759,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Harris,16661,Kamala Harris,48
87621,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204794,804,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8759,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,44
87621,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204794,804,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8759,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,IND,Kennedy,31042,Robert F. Kennedy,5
87621,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204794,804,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8759,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,GRE,Stein,31116,Jill Stein,0
87621,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204794,804,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8759,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,LIB,Oliver,31790,Chase Oliver,2
87621,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204801,804,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8759,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,49
87621,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204801,804,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8759,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,47
87622,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204795,799,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Harris,16661,Kamala Harris,45
87622,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204795,799,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,45
87622,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204795,799,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,IND,Kennedy,31042,Robert F. Kennedy,4
87622,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204795,799,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,GRE,Stein,31116,Jill Stein,0
87622,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204795,799,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,LIB,Oliver,31790,Chase Oliver,4
87622,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204802,799,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,47
87622,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204802,799,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,47
87623,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204796,706,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8820,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Harris,16661,Kamala Harris,51
87623,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204796,706,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8820,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,39
87623,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204796,706,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8820,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,IND,Kennedy,31042,Robert F. Kennedy,5
87623,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204796,706,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8820,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,GRE,Stein,31116,Jill Stein,1
87623,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204796,706,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8820,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,LIB,Oliver,31790,Chase Oliver,2
87623,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204803,706,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8820,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,53
87623,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204803,706,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8820,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,42
87624,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204797,454,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8857,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Harris,16661,Kamala Harris,43
87624,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204797,454,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8857,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,43
87624,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204797,454,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8857,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,IND,Kennedy,31042,Robert F. Kennedy,7
87624,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204797,454,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8857,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,GRE,Stein,31116,Jill Stein,1
87624,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204797,454,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8857,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,LIB,Oliver,31790,Chase Oliver,3
87624,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204804,454,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8857,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,47
87624,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204804,454,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8857,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,45
87625,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204798,706,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8839,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Harris,16661,Kamala Harris,44
87625,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204798,706,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8839,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,45
87625,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204798,706,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8839,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,IND,Kennedy,31042,Robert F. Kennedy,5
87625,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204798,706,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8839,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,GRE,Stein,31116,Jill Stein,0
87625,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204798,706,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8839,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,LIB,Oliver,31790,Chase Oliver,4
87625,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204805,706,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8839,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,46
87625,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204805,706,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8839,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,48
87626,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204799,804,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Harris,16661,Kamala Harris,44
87626,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204799,804,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,46
87626,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204799,804,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,IND,Kennedy,31042,Robert F. Kennedy,3
87626,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204799,804,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,GRE,Stein,31116,Jill Stein,1
87626,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204799,804,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,LIB,Oliver,31790,Chase Oliver,4
87626,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204806,804,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,46
87626,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204806,804,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,50
87627,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204800,700,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8905,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Harris,16661,Kamala Harris,44
87627,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204800,700,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8905,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,45
87627,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204800,700,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8905,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,IND,Kennedy,31042,Robert F. Kennedy,6
87627,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,7/24/24,7/28/24,204800,700,rv,rv,7/30/24 20:12,https://www.bloomberg.com/news/features/2024-07-30/kamala-harris-erases-trump-s-swing-state-lead-in-2024-election-poll,8905,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,GRE,Stein,31116,Jill Stein,0
